ZCTA,ADI_NATRANK,ADI_STATERNK,ADI_QUINTILE
91547,66,66,3
91548,14,14,1
91549,1,1,4
91550,68,68,5
91551,85,85,4
91552,43,43,5
91553,36,36,5
91554,92,92,2
91555,45,45,2
91556,48,48,4
91557,92,92,3
91558,41,41,5
91559,33,33,5
91560,70,70,2
91561,32,32,2
91562,46,46,4
91563,17,17,2
91564,54,54,5
91565,51,51,3
91566,74,74,4
91567,71,71,1
91568,63,63,4
91569,59,59,3
91570,48,48,3
91571,65,65,1
91572,22,22,4
91573,1,1,5
91574,79,79,2
91575,66,66,1
91576,46,46,1
91577,76,76,4
91578,31,31,4
91579,32,32,3
91580,28,28,2
91581,64,64,2
91582,10,10,3
91583,30,30,3
91584,57,57,5
91585,19,19,1
91586,33,33,4
91587,1,1,3
91588,65,65,3
91589,32,32,4
91590,22,22,4
91591,17,17,5
91592,39,39,1
91593,10,10,1
91594,98,98,4
91595,1,1,3
91596,38,38,2
91597,52,52,1
91598,30,30,1
91599,55,55,5
91600,30,30,1
91601,88,88,2
91602,22,22,2
91603,1,1,2
91604,17,17,1
91605,59,59,3
91606,47,47,1
91607,68,68,5
91608,62,62,2
91609,34,34,3
91610,37,37,5
91611,40,40,4
91612,97,97,3
91613,67,67,2
91614,97,97,2
91615,71,71,4
91616,48,48,5
91617,24,24,4
91618,55,55,3
91619,48,48,4
91620,47,47,3
91621,44,44,1
91622,1,1,3
91623,81,81,5
91624,48,48,1
91625,14,14,4
91626,62,62,2
91627,28,28,3
91628,64,64,1
91629,72,72,3
91630,75,75,4
91631,45,45,2
91632,39,39,4
91633,34,34,4
91634,31,31,5
91635,49,49,2
91636,44,44,2
91637,29,29,1
91638,21,21,5
91639,47,47,5
91640,39,39,3
91641,21,21,5
91642,70,70,3
91643,94,94,4
91644,74,74,1
91645,31,31,4
91646,48,48,1
91647,88,88,5
91648,20,20,4
91649,69,69,4
91650,13,13,1
91651,92,92,2
91652,39,39,2
91653,100,100,2
91654,93,93,1
91655,47,47,5
91656,32,32,3
91657,54,54,2
91658,45,45,2
91659,39,39,3
91660,8,8,4
91661,37,37,3
91662,22,22,5
91663,63,63,3
91664,74,74,5
91665,68,68,5
91666,58,58,2
91667,28,28,5
91668,55,55,1
91669,69,69,5
91670,35,35,2
91671,52,52,5
91672,46,46,5
91673,91,91,5
91674,71,71,4
91675,65,65,2
91676,7,7,1
91677,54,54,3
91678,46,46,1
91679,45,45,4
91680,10,10,2
91681,22,22,5
91682,48,48,4
91683,77,77,5
91684,35,35,1
91685,40,40,5
91686,94,94,5
91687,42,42,3
91688,46,46,4
91689,47,47,4
91690,16,16,1
91691,64,64,3
91692,33,33,2
91693,49,49,1
91694,61,61,2
91695,98,98,1
91696,17,17,1
91697,71,71,1
91698,71,71,5
91699,34,34,3
91700,64,64,5
91701,91,91,3
91702,30,30,2
91703,56,56,3
91704,60,60,3
91705,63,63,1
91706,69,69,4
91707,54,54,2
91708,62,62,4
91709,27,27,4
91710,54,54,1
91711,38,38,1
91712,19,19,4
91713,37,37,3
91714,56,56,1
91715,60,60,5
91716,18,18,1
91717,26,26,4
91718,68,68,5
91719,62,62,2
91720,72,72,1
91721,84,84,1
91722,63,63,2
91723,39,39,1
91724,52,52,4
91725,91,91,1
91726,100,100,3
91727,61,61,5
91728,63,63,5
91729,68,68,4
91730,50,50,2
91731,79,79,4
91732,75,75,3
91733,58,58,3
91734,42,42,1
91735,11,11,5
91736,68,68,3
91737,55,55,1
91738,31,31,2
91739,21,21,3
91740,66,66,5
91741,9,9,4
91742,57,57,4
91743,71,71,1
91744,63,63,3
91745,40,40,3
91746,18,18,1
91747,64,64,2
91748,80,80,4
91749,35,35,1
91750,62,62,3
91751,89,89,2
91752,58,58,1
91753,40,40,2
91754,76,76,5
91755,31,31,5
91756,17,17,5
91757,70,70,3
91758,39,39,1
91759,42,42,3
91760,34,34,3
91761,38,38,5
91762,85,85,1
91763,91,91,3
91764,94,94,1
91765,77,77,2
91766,61,61,4
91767,14,14,3
91768,45,45,2
91769,100,100,2
91770,39,39,3
91771,87,87,4
91772,51,51,5
91773,1,1,5
91774,66,66,4
91775,81,81,2
91776,48,48,4
91777,80,80,3
91778,8,8,2
91779,15,15,5
91780,55,55,1
91781,61,61,5
91782,83,83,3
91783,65,65,4
91784,20,20,4
91785,55,55,5
91786,65,65,4
91787,3,3,4
91788,48,48,1
91789,41,41,3
91790,33,33,1
91791,62,62,4
91792,21,21,3
91793,60,60,4
91794,63,63,1
91795,77,77,1
91796,21,21,4
91797,12,12,1
91798,56,56,1
91799,42,42,1
91800,100,100,5
91801,61,61,4
91802,51,51,2
91803,45,45,2
91804,19,19,2
91805,64,64,4
91806,48,48,4
91807,48,48,1
91808,52,52,1
91809,55,55,1
91810,6,6,4
91811,70,70,4
91812,28,28,2
91813,46,46,1
91814,82,82,1
91815,94,94,5
91816,7,7,2
91817,50,50,4
91818,56,56,4
91819,12,12,2
91820,70,70,2
91821,52,52,1
91822,54,54,4
91823,27,27,4
91824,60,60,4
91825,70,70,3
91826,53,53,1
91827,37,37,5
91828,39,39,4
91829,55,55,2
91830,51,51,5
91831,72,72,4
91832,37,37,3
91833,19,19,4
91834,58,58,5
91835,38,38,4
91836,69,69,1
91837,50,50,2
91838,66,66,5
91839,24,24,2
91840,53,53,2
91841,32,32,3
91842,19,19,3
91843,28,28,4
91844,36,36,5
91845,81,81,2
91846,35,35,1
91847,18,18,1
91848,53,53,5
91849,50,50,4
91850,37,37,2
91851,45,45,5
91852,74,74,5
91853,66,66,5
91854,64,64,5
91855,20,20,2
91856,100,100,4
91857,76,76,3
91858,62,62,5
91859,20,20,4
91860,73,73,4
91861,37,37,4
91862,45,45,1
91863,7,7,3
91864,18,18,5
91865,60,60,5
91866,75,75,1
91867,67,67,1
91868,66,66,1
91869,48,48,4
91870,39,39,5
91871,57,57,2
91872,70,70,3
91873,50,50,5
91874,80,80,4
91875,44,44,3
91876,25,25,3
91877,49,49,3
91878,52,52,2
91879,47,47,3
91880,82,82,4
91881,70,70,5
91882,14,14,4
91883,88,88,4
91884,1,1,1
91885,100,100,3
91886,42,42,1
91887,45,45,2
91888,48,48,4
91889,59,59,5
91890,49,49,1
91891,46,46,3
91892,82,82,5
91893,64,64,2
91894,26,26,3
91895,68,68,4
91896,63,63,4
91897,36,36,1
91898,69,69,2
91899,46,46,4
91900,44,44,3
91901,43,43,1
91902,1,1,4
91903,36,36,1
91904,67,67,4
91905,49,49,2
91906,17,17,5
91907,74,74,2
91908,42,42,2
91909,19,19,1
91910,100,100,2
91911,23,23,5
91912,71,71,5
91913,30,30,2
91914,53,53,3
91915,27,27,4
91916,19,19,5
91917,63,63,3
91918,60,60,2
91919,78,78,3
91920,49,49,4
91921,100,100,1
91922,56,56,4
91923,64,64,2
91924,16,16,4
91925,34,34,1
91926,62,62,3
91927,47,47,3
91928,54,54,4
91929,29,29,1
91930,53,53,3
91931,52,52,3
91932,20,20,3
91933,66,66,4
91934,7,7,4
91935,54,54,5
91936,94,94,2
91937,67,67,5
91938,66,66,3
91939,27,27,1
91940,94,94,1
91941,84,84,2
91942,28,28,4
91943,38,38,4
91944,81,81,4
91945,94,94,3
91946,18,18,3
91947,24,24,1
91948,46,46,2
91949,1,1,3
91950,50,50,1
91951,79,79,2
91952,14,14,3
91953,53,53,4
91954,35,35,5
91955,90,90,5
91956,35,35,4
91957,87,87,3
91958,35,35,4
91959,69,69,4
91960,56,56,1
91961,46,46,3
91962,30,30,5
91963,58,58,2
91964,38,38,3
91965,32,32,3
91966,86,86,1
91967,63,63,2
91968,66,66,2
91969,40,40,1
91970,45,45,1
91971,43,43,5
91972,58,58,2
91973,66,66,3
91974,49,49,2
91975,30,30,5
91976,69,69,2
91977,50,50,3
91978,13,13,5
91979,1,1,5
91980,57,57,1
91981,29,29,5
91982,60,60,3
91983,30,30,3
91984,53,53,1
91985,40,40,1
91986,93,93,4
91987,73,73,3
91988,83,83,3
91989,50,50,4
91990,70,70,4
91991,52,52,1
91992,86,86,4
91993,48,48,1
91994,15,15,4
91995,1,1,4
91996,91,91,5
91997,61,61,1
91998,63,63,1
91999,87,87,2
92000,8,8,2
92001,41,41,2
92002,44,44,5
92003,68,68,2
92004,32,32,2
92005,19,19,4
92006,19,19,3
92007,78,78,4
92008,31,31,1
92009,36,36,3
92010,65,65,1
92011,32,32,1
92012,7,7,5
92013,10,10,1
92014,48,48,3
92015,62,62,3
92016,44,44,2
92017,60,60,5
92018,9,9,1
92019,11,11,4
92020,100,100,5
92021,80,80,3
92022,69,69,5
92023,33,33,1
92024,44,44,3
92025,49,49,2
92026,82,82,4
92027,60,60,5
92028,63,63,2
92029,45,45,4
92030,69,69,1
92031,57,57,3
92032,51,51,3
92033,31,31,5
92034,47,47,4
92035,23,23,2
92036,48,48,1
92037,52,52,1
92038,1,1,2
92039,44,44,2
92040,20,20,5
92041,62,62,3
92042,65,65,3
92043,39,39,1
92044,63,63,5
92045,64,64,4
92046,44,44,1
92047,88,88,4
92048,31,31,3
92049,86,86,1
92050,44,44,3
92051,28,28,3
92052,41,41,1
92053,22,22,5
92054,69,69,5
92055,9,9,4
92056,84,84,3
92057,26,26,3
92058,70,70,4
92059,50,50,3
92060,56,56,1
92061,35,35,3
92062,58,58,5
92063,53,53,3
92064,13,13,1
92065,25,25,4
92066,36,36,2
92067,31,31,2
92068,81,81,1
92069,50,50,2
92070,30,30,4
92071,37,37,3
92072,37,37,2
92073,42,42,5
92074,23,23,5
92075,29,29,5
92076,69,69,2
92077,54,54,3
92078,46,46,5
92079,50,50,4
92080,48,48,1
92081,44,44,1
92082,62,62,3
92083,61,61,5
92084,10,10,3
92085,46,46,3
92086,12,12,1
92087,65,65,4
92088,69,69,5
92089,34,34,2
92090,47,47,4
92091,1,1,5
92092,74,74,2
92093,67,67,3
92094,78,78,2
92095,87,87,4
92096,19,19,3
92097,72,72,4
92098,86,86,4
92099,12,12,2
92100,45,45,5
92101,40,40,3
92102,71,71,1
92103,1,1,4
92104,95,95,4
92105,47,47,2
92106,72,72,5
92107,48,48,5
92108,62,62,2
92109,1,1,5
92110,40,40,1
92111,71,71,2
92112,57,57,1
92113,9,9,5
92114,51,51,4
92115,29,29,1
92116,27,27,3
92117,11,11,4
92118,65,65,1
92119,77,77,5
92120,100,100,5
92121,13,13,3
92122,69,69,5
92123,70,70,3
92124,35,35,5
92125,27,27,4
92126,22,22,4
92127,36,36,1
92128,55,55,5
92129,84,84,3
92130,77,77,1
92131,9,9,1
92132,30,30,3
92133,82,82,3
92134,31,31,4
92135,48,48,5
92136,7,7,1
92137,78,78,4
92138,2,2,1
92139,8,8,5
92140,76,76,5
92141,98,98,3
92142,42,42,4
92143,48,48,2
92144,72,72,3
92145,57,57,5
92146,40,40,3
92147,37,37,2
92148,10,10,3
92149,55,55,5
92150,47,47,2
92151,39,39,1
92152,24,24,4
92153,27,27,5
92154,65,65,1
92155,72,72,2
92156,41,41,1
92157,39,39,2
92158,28,28,3
92159,73,73,4
92160,50,50,4
92161,59,59,4
92162,58,58,2
92163,42,42,5
92164,20,20,3
92165,25,25,5
92166,78,78,4
92167,31,31,1
92168,39,39,4
92169,21,21,2
92170,19,19,4
92171,30,30,1
92172,92,92,1
92173,66,66,5
92174,36,36,2
92175,77,77,5
92176,46,46,2
92177,83,83,4
92178,100,100,4
92179,75,75,3
92180,52,52,2
92181,67,67,2
92182,50,50,1
92183,4,4,2
92184,33,33,4
92185,26,26,5
92186,33,33,5
92187,94,94,4
92188,78,78,4
92189,61,61,4
92190,70,70,2
92191,2,2,5
92192,68,68,4
92193,73,73,3
92194,1,1,1
92195,69,69,3
92196,14,14,3
92197,1,1,5
92198,83,83,3
92199,24,24,2
92200,32,32,5
92201,74,74,1
92202,42,42,3
92203,45,45,1
92204,44,44,4
92205,58,58,5
92206,44,44,2
92207,52,52,5
92208,37,37,2
92209,58,58,5
92210,57,57,4
92211,97,97,5
92212,40,40,1
92213,45,45,5
92214,55,55,4
92215,74,74,2
92216,22,22,5
92217,52,52,2
92218,1,1,5
92219,43,43,1
92220,76,76,4
92221,31,31,3
92222,54,54,1
92223,36,36,2
92224,28,28,1
92225,74,74,3
92226,23,23,2
92227,57,57,3
92228,57,57,2
92229,28,28,2
92230,53,53,4
92231,26,26,1
92232,63,63,5
92233,17,17,5
92234,41,41,4
92235,43,43,3
92236,77,77,5
92237,53,53,1
92238,73,73,1
92239,63,63,2
92240,63,63,4
92241,41,41,1
92242,75,75,3
92243,41,41,5
92244,6,6,5
92245,44,44,3
92246,61,61,1
92247,9,9,5
92248,27,27,3
92249,19,19,1
92250,69,69,1
92251,91,91,5
92252,44,44,4
92253,63,63,5
92254,62,62,5
92255,88,88,3
92256,33,33,3
92257,44,44,3
92258,41,41,2
92259,51,51,3
92260,100,100,4
92261,50,50,4
92262,28,28,5
92263,21,21,3
92264,81,81,4
92265,28,28,4
92266,66,66,3
92267,33,33,4
92268,18,18,2
92269,65,65,3
92270,34,34,1
92271,60,60,2
92272,62,62,3
92273,63,63,4
92274,43,43,5
92275,67,67,4
92276,26,26,4
92277,1,1,3
92278,67,67,4
92279,54,54,1
92280,34,34,2
92281,13,13,2
92282,1,1,3
92283,51,51,1
92284,91,91,1
92285,46,46,2
92286,40,40,5
92287,49,49,2
92288,100,100,3
92289,68,68,1
92290,26,26,4
92291,50,50,2
92292,58,58,2
92293,23,23,3
92294,68,68,1
92295,29,29,1
92296,12,12,2
92297,51,51,1
92298,47,47,1
92299,49,49,2
92300,30,30,5
92301,34,34,3
92302,78,78,3
92303,61,61,2
92304,26,26,5
92305,1,1,2
92306,27,27,1
92307,53,53,4
92308,34,34,1
92309,32,32,2
92310,35,35,3
92311,48,48,5
92312,69,69,3
92313,49,49,4
92314,51,51,5
92315,44,44,1
92316,37,37,2
92317,72,72,2
92318,68,68,3
92319,100,100,3
92320,65,65,5
92321,37,37,4
92322,27,27,4
92323,73,73,2
92324,29,29,5
92325,70,70,5
92326,31,31,5
92327,58,58,1
92328,23,23,4
92329,69,69,1
92330,19,19,2
92331,56,56,1
92332,45,45,4
92333,52,52,4
92334,40,40,1
92335,39,39,2
92336,53,53,3
92337,24,24,2
92338,24,24,1
92339,41,41,3
92340,40,40,4
92341,24,24,1
92342,73,73,1
92343,41,41,2
92344,44,44,5
92345,16,16,4
92346,100,100,4
92347,100,100,2
92348,30,30,3
92349,80,80,1
92350,47,47,4
92351,90,90,5
92352,58,58,4
92353,52,52,5
92354,1,1,4
92355,28,28,1
92356,50,50,5
92357,54,54,1
92358,19,19,3
92359,31,31,1
92360,63,63,1
92361,15,15,3
92362,53,53,2
92363,80,80,3
92364,59,59,3
92365,58,58,1
92366,1,1,1
92367,29,29,3
92368,100,100,2
92369,35,35,4
92370,81,81,4
92371,34,34,5
92372,43,43,4
92373,62,62,3
92374,52,52,4
92375,59,59,2
92376,29,29,2
92377,21,21,4
92378,27,27,3
92379,36,36,4
92380,44,44,5
92381,75,75,5
92382,52,52,5
92383,62,62,3
92384,53,53,2
92385,22,22,3
92386,50,50,2
92387,53,53,4
92388,68,68,4
92389,23,23,4
92390,1,1,2
92391,54,54,1
92392,58,58,3
92393,45,45,1
92394,50,50,5
92395,71,71,2
92396,38,38,1
92397,43,43,1
92398,51,51,4
92399,19,19,4
92400,46,46,2
92401,48,48,1
92402,90,90,3
92403,42,42,2
92404,55,55,4
92405,72,72,4
92406,29,29,2
92407,84,84,2
92408,94,94,5
92409,49,49,3
92410,36,36,4
92411,90,90,1
92412,69,69,3
92413,52,52,1
92414,85,85,3
92415,83,83,5
92416,41,41,2
92417,56,56,1
92418,64,64,1
92419,50,50,2
92420,15,15,1
92421,26,26,1
92422,16,16,4
92423,62,62,3
92424,20,20,2
92425,54,54,5
92426,95,95,1
92427,85,85,5
92428,4,4,2
92429,18,18,5
92430,30,30,4
92431,20,20,5
92432,8,8,5
92433,49,49,2
92434,67,67,5
92435,73,73,2
92436,38,38,2
92437,43,43,2
92438,58,58,3
92439,47,47,1
92440,70,70,3
92441,60,60,3
92442,40,40,4
92443,3,3,5
92444,87,87,3
92445,32,32,2
92446,58,58,2
92447,2,2,1
92448,49,49,1
92449,52,52,2
92450,53,53,2
92451,100,100,5
92452,34,34,3
92453,70,70,2
92454,63,63,3
92455,33,33,1
92456,70,70,3
92457,45,45,4
92458,71,71,3
92459,99,99,3
92460,53,53,5
92461,42,42,5
92462,76,76,4
92463,84,84,3
92464,27,27,4
92465,38,38,2
92466,66,66,2
92467,46,46,1
92468,26,26,3
92469,63,63,3
92470,66,66,2
92471,41,41,5
92472,51,51,5
92473,35,35,4
92474,22,22,3
92475,37,37,5
92476,51,51,1
92477,13,13,4
92478,39,39,1
92479,52,52,4
92480,79,79,2
92481,42,42,5
92482,18,18,5
92483,44,44,1
92484,35,35,3
92485,63,63,5
92486,41,41,3
92487,1,1,5
92488,100,100,3
92489,53,53,2
92490,52,52,2
92491,11,11,2
92492,13,13,4
92493,47,47,2
92494,58,58,3
92495,67,67,3
92496,55,55,3
92497,20,20,5
92498,1,1,5
92499,47,47,3
92500,36,36,5
92501,18,18,4
92502,70,70,3
92503,10,10,5
92504,65,65,2
92505,14,14,1
92506,53,53,5
92507,73,73,3
92508,41,41,5
92509,92,92,5
92510,97,97,1
92511,55,55,5
92512,63,63,3
92513,76,76,3
92514,63,63,4
92515,60,60,5
92516,36,36,1
92517,7,7,3
92518,15,15,4
92519,100,100,4
92520,58,58,4
92521,43,43,1
92522,81,81,2
92523,31,31,2
92524,64,64,5
92525,51,51,2
92526,61,61,2
92527,41,41,5
92528,25,25,1
92529,29,29,5
92530,30,30,4
92531,49,49,5
92532,11,11,2
92533,18,18,1
92534,53,53,4
92535,46,46,5
92536,54,54,4
92537,48,48,1
92538,100,100,4
92539,53,53,4
92540,40,40,4
92541,52,52,4
92542,75,75,5
92543,48,48,4
92544,67,67,1
92545,59,59,3
92546,42,42,1
92547,52,52,3
92548,89,89,3
92549,56,56,1
92550,25,25,2
92551,42,42,1
92552,1,1,5
92553,53,53,5
92554,82,82,1
92555,16,16,5
92556,53,53,3
92557,74,74,2
92558,77,77,1
92559,81,81,3
92560,3,3,4
92561,62,62,4
92562,12,12,1
92563,25,25,1
92564,70,70,3
92565,53,53,2
92566,68,68,2
92567,26,26,2
92568,86,86,5
92569,67,67,5
92570,72,72,3
92571,22,22,5
92572,79,79,2
92573,42,42,3
92574,34,34,2
92575,65,65,4
92576,64,64,5
92577,28,28,4
92578,100,100,2
92579,95,95,4
92580,65,65,1
92581,60,60,5
92582,58,58,3
92583,11,11,3
92584,52,52,3
92585,52,52,4
92586,35,35,1
92587,42,42,4
92588,1,1,2
92589,22,22,4
92590,73,73,5
92591,93,93,5
92592,26,26,3
92593,54,54,3
92594,77,77,1
92595,36,36,4
92596,66,66,2
92597,49,49,3
92598,79,79,2
92599,17,17,1
92600,22,22,4
92601,56,56,1
92602,52,52,4
92603,48,48,2
92604,64,64,1
92605,26,26,3
92606,15,15,1
92607,37,37,2
92608,40,40,4
92609,42,42,1
92610,81,81,5
92611,69,69,1
92612,63,63,2
92613,55,55,4
92614,39,39,2
92615,28,28,1
92616,20,20,2
92617,32,32,2
92618,48,48,5
92619,21,21,2
92620,54,54,4
92621,45,45,5
92622,40,40,3
92623,79,79,5
92624,1,1,2
92625,40,40,5
92626,1,1,1
92627,55,55,4
92628,69,69,3
92629,16,16,2
92630,19,19,4
92631,7,7,4
92632,51,51,1
92633,41,41,1
92634,43,43,4
92635,40,40,4
92636,25,25,5
92637,78,78,4
92638,56,56,5
92639,20,20,4
92640,32,32,2
92641,28,28,1
92642,85,85,4
92643,67,67,4
92644,46,46,1
92645,92,92,2
92646,86,86,5
92647,44,44,3
92648,39,39,3
92649,40,40,3
92650,26,26,2
92651,93,93,2
92652,24,24,2
92653,71,71,1
92654,67,67,4
92655,42,42,3
92656,95,95,5
92657,11,11,5
92658,48,48,2
92659,37,37,4
92660,74,74,3
92661,58,58,5
92662,6,6,2
92663,80,80,4
92664,62,62,4
92665,24,24,2
92666,41,41,1
92667,17,17,4
92668,45,45,4
92669,53,53,2
92670,41,41,4
92671,38,38,2
92672,9,9,4
92673,58,58,1
92674,1,1,5
92675,50,50,2
92676,5,5,2
92677,51,51,1
92678,49,49,1
92679,60,60,3
92680,71,71,2
92681,76,76,5
92682,9,9,1
92683,48,48,2
92684,100,100,2
92685,52,52,1
92686,29,29,1
92687,48,48,3
92688,40,40,3
92689,20,20,3
92690,71,71,3
92691,64,64,3
92692,16,16,1
92693,47,47,3
92694,35,35,5
92695,9,9,3
92696,14,14,4
92697,18,18,2
92698,48,48,4
92699,38,38,4
92700,26,26,3
92701,40,40,5
92702,68,68,1
92703,58,58,1
92704,75,75,4
92705,44,44,5
92706,90,90,1
92707,58,58,2
92708,37,37,1
92709,52,52,2
92710,18,18,4
92711,42,42,3
92712,60,60,2
92713,65,65,2
92714,39,39,1
92715,100,100,2
92716,45,45,4
92717,8,8,5
92718,80,80,5
92719,65,65,1
92720,55,55,5
92721,38,38,4
92722,59,59,4
92723,90,90,3
92724,55,55,2
92725,13,13,2
92726,1,1,1
92727,59,59,2
92728,25,25,2
92729,47,47,3
92730,29,29,4
92731,27,27,3
92732,30,30,1
92733,33,33,5
92734,69,69,5
92735,64,64,4
92736,19,19,5
92737,23,23,3
92738,59,59,5
92739,76,76,1
92740,75,75,2
92741,24,24,2
92742,74,74,1
92743,5,5,1
92744,44,44,4
92745,62,62,4
92746,1,1,3
92747,100,100,1
92748,83,83,5
92749,66,66,4
92750,25,25,2
92751,48,48,4
92752,69,69,2
92753,21,21,2
92754,45,45,5
92755,72,72,2
92756,12,12,3
92757,58,58,5
92758,6,6,4
92759,26,26,1
92760,37,37,1
92761,62,62,1
92762,32,32,4
92763,53,53,3
92764,32,32,1
92765,36,36,5
92766,81,81,3
92767,21,21,2
92768,68,68,3
92769,49,49,4
92770,35,35,1
92771,19,19,2
92772,21,21,5
92773,31,31,3
92774,46,46,3
92775,65,65,3
92776,42,42,1
92777,44,44,1
92778,47,47,3
92779,61,61,2
92780,66,66,1
92781,15,15,5
92782,42,42,5
92783,80,80,4
92784,17,17,5
92785,51,51,2
92786,45,45,5
92787,35,35,1
92788,89,89,5
92789,50,50,5
92790,87,87,4
92791,50,50,5
92792,61,61,3
92793,35,35,2
92794,35,35,3
92795,60,60,3
92796,60,60,1
92797,64,64,4
92798,59,59,5
92799,16,16,1
92800,29,29,4
92801,71,71,5
92802,1,1,5
92803,57,57,5
92804,47,47,3
92805,71,71,5
92806,60,60,4
92807,33,33,1
92808,32,32,3
92809,36,36,4
92810,64,64,2
92811,1,1,4
92812,53,53,4
92813,27,27,1
92814,54,54,3
92815,58,58,4
92816,8,8,3
92817,44,44,1
92818,53,53,1
92819,52,52,2
92820,46,46,5
92821,19,19,2
92822,23,23,4
92823,15,15,2
92824,63,63,2
92825,47,47,5
92826,48,48,4
92827,7,7,1
92828,49,49,3
92829,65,65,1
92830,3,3,3
92831,36,36,4
92832,10,10,1
92833,39,39,2
92834,27,27,2
92835,59,59,5
92836,54,54,5
92837,82,82,1
92838,48,48,4
92839,58,58,2
92840,36,36,2
92841,22,22,4
92842,70,70,5
92843,81,81,5
92844,67,67,3
92845,53,53,2
92846,25,25,4
92847,78,78,2
92848,64,64,3
92849,100,100,2
92850,21,21,4
92851,71,71,2
92852,63,63,1
92853,41,41,5
92854,84,84,1
92855,60,60,3
92856,26,26,2
92857,47,47,1
92858,26,26,1
92859,38,38,1
92860,67,67,5
92861,74,74,2
92862,55,55,5
92863,31,31,3
92864,59,59,3
92865,68,68,3
92866,1,1,3
92867,52,52,4
92868,45,45,2
92869,73,73,2
92870,59,59,5
92871,62,62,5
92872,37,37,5
92873,50,50,3
92874,73,73,4
92875,48,48,3
92876,54,54,3
92877,11,11,2
92878,48,48,3
92879,1,1,1
92880,37,37,2
92881,51,51,5
92882,69,69,2
92883,25,25,1
92884,59,59,1
92885,86,86,5
92886,33,33,3
92887,11,11,3
92888,57,57,5
92889,20,20,5
92890,29,29,2
92891,73,73,4
92892,96,96,4
92893,24,24,4
92894,31,31,1
92895,39,39,5
92896,36,36,3
92897,98,98,2
92898,36,36,3
92899,40,40,1
92900,90,90,1
92901,64,64,4
92902,74,74,1
92903,27,27,3
92904,36,36,3
92905,24,24,1
92906,70,70,5
92907,80,80,2
92908,35,35,2
92909,40,40,2
92910,41,41,2
92911,11,11,1
92912,33,33,4
92913,69,69,5
92914,28,28,2
92915,52,52,4
92916,17,17,4
92917,46,46,5
92918,35,35,3
92919,19,19,2
92920,69,69,2
92921,71,71,4
92922,25,25,5
92923,44,44,1
92924,51,51,2
92925,4,4,5
92926,15,15,5
92927,82,82,5
92928,23,23,4
92929,81,81,2
92930,16,16,3
92931,66,66,4
92932,42,42,1
92933,45,45,3
92934,96,96,4
92935,18,18,1
92936,64,64,4
92937,63,63,3
92938,100,100,5
92939,23,23,1
92940,34,34,2
92941,70,70,4
92942,44,44,2
92943,38,38,4
92944,73,73,4
92945,43,43,1
92946,27,27,3
92947,68,68,3
92948,59,59,2
92949,42,42,5
92950,40,40,5
92951,27,27,4
92952,68,68,4
92953,40,40,3
92954,30,30,5
92955,17,17,4
92956,59,59,4
92957,37,37,5
92958,1,1,2
92959,19,19,5
92960,44,44,1
92961,44,44,2
92962,43,43,2
92963,40,40,5
92964,13,13,5
92965,28,28,4
92966,79,79,4
92967,75,75,3
92968,64,64,5
92969,62,62,3
92970,72,72,2
92971,21,21,1
92972,50,50,4
92973,21,21,4
92974,22,22,2
92975,59,59,1
92976,73,73,5
92977,45,45,1
92978,91,91,4
92979,55,55,5
92980,30,30,3
92981,22,22,2
92982,75,75,4
92983,53,53,5
92984,66,66,3
92985,1,1,5
92986,56,56,1
92987,37,37,3
92988,15,15,4
92989,48,48,5
92990,77,77,1
92991,100,100,5
92992,56,56,3
92993,32,32,2
92994,30,30,1
92995,74,74,5
92996,25,25,1
92997,65,65,2
92998,57,57,2
92999,54,54,5
93000,10,10,4
93001,41,41,4
93002,13,13,2
93003,35,35,4
93004,72,72,3
93005,80,80,5
93006,55,55,5
93007,35,35,1
93008,89,89,4
93009,35,35,1
93010,21,21,3
93011,67,67,2
93012,61,61,2
93013,36,36,2
93014,52,52,4
93015,61,61,2
93016,55,55,4
93017,61,61,3
93018,37,37,1
93019,63,63,4
93020,50,50,2
93021,38,38,3
93022,43,43,4
93023,47,47,2
93024,13,13,1
93025,34,34,2
93026,51,51,5
93027,16,16,4
93028,34,34,4
93029,100,100,4
93030,21,21,1
93031,40,40,3
93032,29,29,4
93033,47,47,1
93034,29,29,2
93035,43,43,2
93036,32,32,3
93037,76,76,5
93038,52,52,1
93039,24,24,3
93040,71,71,1
93041,26,26,5
93042,10,10,1
93043,49,49,3
93044,97,97,4
93045,4,4,4
93046,16,16,3
93047,68,68,2
93048,33,33,2
93049,65,65,2
93050,29,29,2
93051,53,53,3
93052,93,93,2
93053,20,20,2
93054,75,75,4
93055,66,66,5
93056,12,12,4
93057,63,63,1
93058,51,51,1
93059,52,52,5
93060,58,58,2
93061,41,41,1
93062,51,51,3
93063,56,56,4
93064,68,68,4
93065,11,11,2
93066,82,82,1
93067,21,21,5
93068,69,69,2
93069,51,51,4
93070,17,17,4
93071,63,63,4
93072,26,26,2
93073,76,76,2
93074,32,32,3
93075,12,12,5
93076,88,88,5
93077,54,54,1
93078,71,71,1
93079,28,28,5
93080,2,2,4
93081,91,91,5
93082,49,49,2
93083,62,62,3
93084,66,66,4
93085,41,41,4
93086,55,55,3
93087,89,89,1
93088,49,49,3
93089,73,73,2
93090,1,1,3
93091,78,78,5
93092,11,11,2
93093,75,75,5
93094,59,59,1
93095,47,47,4
93096,47,47,5
93097,43,43,1
